Text OCR,Text Char
[MASK]立在那里他近前夺了这宝刀就驾云头望空而去气得沙,啞立在那裏他近前奪了這寶刀就駕雲頭望空而去氣得沙
和尚爆躁如雷猪八戒高声喊叫埋怨行者是一个急猴子你就,和尚爆躁如雷豬八戒高聲喊叫埋怨行者是一個急猴子你就
慢说些儿却不稳住他了如今他驾云逃走却往何处追寻行,慢說些兒卻不穩住他了如今他駕雲逃走卻往何處追尋行
者笑道兄弟们且莫乱嚷我等叫那太子下来拜父嫔后出来,者笑道兄弟們且莫亂嚷我等叫那太子下來拜父嬪后出來
拜夫却又念个咒语解了定身法教那多官苏醒回来拜君,拜夫卻又念個咒語解了定身法教那多官甦醒回來拜君
方知是真实皇帝教诉前情才见分晓我再去寻他好大圣,方知是真實皇帝教訴前情才見分曉我再去尋他好大聖
吩咐八戒沙僧好生保护他君臣父子嫔后与我师父只听说,吩咐八戒沙僧好生保護他君臣父子嬪后與我師父只聽說
声去就不见形影,聲去就不見形影
他原来跳在九霄云里睁眼四望看那魔王哩只见那畜果,他原來跳在九霄雲裏睜眼四望看那魔王哩只見那畜果
逃了性命径往东北上走哩行者赶得将近喝道那怪物那,逃了性命徑往東北上走哩行者趕得將近喝道那怪物那
里去老孙来了也那魔王急回头掣出宝刀高叫道孙行,裏去老孫來了也那魔王急回頭掣出寶刀高叫道孫行
者你好惫[MASK]我来占别人的帝位与你无干你怎么来抱不平,者你好憊懶我來占別人的帝位與你無干你怎麼來抱不平
泄漏我的机密行者呵呵笑道我把你[MASK][MASK]的泼怪皇帝又许,泄漏我的機密行者呵呵笑道我把你這個大膽的潑怪皇帝
你做你既知我是老孙就该远遁怎么还刁难我师父要取甚,你做你既知我是老孫就該遠遁怎麼還刁難我師父要取甚
么供状适才那供状是也不是你不要走[MASK]汉吃我老孙这,麼供狀適才那供狀是也不是你不要走是好漢吃我老孫
棒那魔侧身躲过掣宝刀劈面相还他两个搭上手这一场好,棒那魔側身躲過掣寶刀劈面相還他兩個搭上手這一場好
杀真是,殺真是
猴王猛魔王强刀迎棒架敢相当,猴王猛魔王強刀迎棒架敢相當
一天云雾迷三界只为当朝立帝王,一天雲霧迷三界只為當朝立帝王
他两个战经数合那妖魔抵不住猴王急回头复从旧路跳入,他兩個戰經數合那妖魔抵不住猴王急回頭復從舊路跳入
城里闯在白玉阶前两班文武丛中摇身一变即变得与唐三藏,城裏闖在白玉階前兩班文武叢中搖身一變即變得與唐三藏
一般模样并搀手立在阶前这大圣赶上就欲举棒来打那怪,一般模樣並攙手立在階前這大聖趕上就欲舉棒來打那怪
道徒弟莫打是我急掣棒要打那个唐僧却又道徒弟莫,道徒弟莫打是我急掣棒要打那個唐僧卻又道徒弟莫
打是我一样两个唐僧实难辨认[MASK]倘若一棒打杀妖怪,打是我一樣兩個唐僧實難辨認倘若一棒打殺妖怪
变的唐僧这个也成了功果假若一棒打杀我的真实师父却怎,變的唐僧這個也成了功果假若一棒打殺我的真實師父卻怎
么好,麼好
只得停手叫八戒沙僧问道果然那一个是怪那,只得停手叫八戒沙僧問道果然那一個是怪那
一个是我的师父你指与我我好打他八戒道你在半空中,一個是我的師父你指與我我好打他八戒道你在半空中
相打相嚷我瞥瞥眼就见两个师父也不知谁真谁假,相打相嚷我瞥瞥眼就見兩個師父也不知誰真誰假
行者闻言捻诀念声咒语叫那护法诸天六丁六甲五方揭,行者聞言捻訣念聲咒語叫那護法諸天六丁六甲五方揭
谛四值功曹一十八位护驾伽蓝当坊土地本境山神道老孙,諦四值功曹一十八位護駕伽藍當坊土地本境山神道老孫
至此降妖妖魔变作我师父气体相同实难辨认汝等暗中知,至此降妖妖魔變作我師父氣體相同實難辨認汝等暗中知
会者请师父上殿让我擒魔原来那妖怪善腾云雾听得行者,會者請師父上殿讓我擒魔原來那妖怪善騰雲霧聽得行者
言语急撒手跳上金銮宝殿这行者举起棒望唐僧就打可怜,言語急撒手跳上金鑾寶殿這行者舉起棒望唐僧就打可憐
若不是唤那几位神来这一下就是二十个唐僧也打为肉酱,若不是喚那幾位神來這一下就是二十個唐僧也打為肉醬
多亏众神架住铁棒道大圣那怪会腾云先上殿去了行者赶,多虧眾神架住鐵棒道大聖那怪會騰雲先上殿去了行者趕
上殿他又跳将下来扯住唐僧在人丛里又混了一混依然难认,上殿他又跳將下來扯住唐僧在人叢裏又混了一混依然難認
行者心中不快又见那八戒在[MASK]冷笑行者大怒道你这夯,行者心中不快又見那八戒在傍冷笑行者大怒道你這夯
货怎的如今有两个师父你有得叫有得应有得伏侍哩你这,貨怎的如今有兩個師父你有得叫有得應有得伏侍哩你這
般欢喜得紧八戒笑道哥[MASK]说我呆你比我又呆哩师父既,般歡喜得緊八戒笑道哥呵說我獃你比我又獃哩師父既
不认得何劳费力你且忍些头疼叫我师父念念那话儿我与,不認得何勞費力你且忍些頭疼叫我師父念念那話兒我與
沙僧各搀一个听[MASK]若不会念的必是妖怪有何难也行者,沙僧各攙一個聽著若不會念的必是妖怪有何難也行者
道兄弟亏你也正是那话儿只有三人记得原是我佛如来,道兄弟虧你也正是那話兒只有三人記得原是我佛如來
心苗上所发传与观世音菩萨菩萨又传与我师父便再没人知,心苗上所發傳與觀世音菩薩菩薩又傳與我師父便再沒人知
道也罢师父念念真个那唐僧就念起来那魔王怎么,道也罷師父念念真個那唐僧就念起來那魔王怎麼
知得口里胡哼乱哼八戒道这哼的却是妖怪了他放了手,知得口裏胡哼亂哼八戒道這哼的卻是妖怪了他放了手
举钯就筑那魔王纵身跳起踏[MASK]云头便走,舉鈀就築那魔王縱身跳起踏著雲頭便走
好八戒喝一声也驾云头赶上慌得那沙和尚丢了唐僧也,好八戒喝一聲也駕雲頭趕上慌得那沙和尚丟了唐僧也
掣出宝杖来打唐僧才停了咒语孙大圣忍[MASK]头疼揝[MASK]铁棒,掣出寶杖來打唐僧才停了咒語孫大聖忍著頭疼揝著鐵棒
赶在空中呀这一场三个狠和尚围住一个泼妖魔那魔王,趕在空中呀這一場三個狠和尚圍住一個潑妖魔那魔王
被八戒沙僧使钉钯宝杖左右攻住了行者笑道我要再去当,被八戒沙僧使釘鈀寶杖左右攻住了行者笑道我要再去當
面打他他却有些怕我只恐他又走了等我老孙跳高些与他个,面打他他卻有些怕我只恐他又走了等我老孫跳高些與他個
捣蒜打结果了他罢,搗蒜打結果了他罷
这大圣纵祥光起在九霄正欲下个切手只见那东北上一,這大聖縱祥光起在九霄正欲下個切手只見那東北上一
朵彩云里面厉声叫道孙悟空且休下手行者回头看处原,朵彩雲裏面厲聲叫道孫悟空且休下手行者回頭看處原
来[MASK]殊菩萨急收棒上前施礼道菩萨那里去文殊道我,來是文殊菩薩急收棒上前施禮道菩薩那裏去文殊道
来替你收这个妖怪的行者谢道累烦了那菩萨袖中取出照,來替你收這個妖怪的行者謝道累煩了那菩薩袖中取出照
妖镜照住了那怪的原身行者才招呼八戒沙僧齐来见了菩,妖鏡照住了那怪的原身行者才招呼八戒沙僧齊來見了菩
萨却将镜子里看处那魔王生得好不凶恶,薩卻將鏡子裏看處那魔王生得好不兇惡
眼似琉璃盏头若炼炒缸浑身三伏靛四爪九秋霜,眼似琉璃盞頭若煉炒缸渾身三伏靛四爪九秋霜
搭拉两个耳一尾扫帚长青毛生锐气红眼放金光,搭拉兩個耳一尾掃帚長青毛生銳氣紅眼放金光
匾牙排玉板圆须挺硬枪镜里观真像原是文殊一个狮猁,匾牙排玉板圓鬚挺硬槍鏡裏觀真像原是文殊一個獅猁
王 ,王
行者道菩萨这是你坐下的一个青毛狮子却怎么走将来成,行者道菩薩這是你坐下的一個青毛獅子卻怎麼走將來成
精你就不收服他[MASK]菩萨道悟空他不曾走他是佛旨差来,精你就不收服他菩薩道悟空他不曾走他是佛旨差來
的行者道这畜类成精侵夺帝位还奉佛旨差来似老孙保,的行者道這畜類成精侵奪帝位還奉佛旨差來似老孫保
唐僧受苦就该领几道敕书,唐僧受苦就該領幾道敕書
菩萨道你不知道当初这乌鸡国王好善斋僧佛差我来,菩薩道你不知道當初這烏雞國王好善齋僧佛差我來
度他归西早证金身罗汉因是不可原身相见变做一种凡僧,度他歸西早證金身羅漢因是不可原身相見變做一種凡僧
问他化些斋供被吾几句言语相难他不识我是个好人把我,問他化些齋供被吾幾句言語相難他不識我是個好人把我
条绳捆了送在那御水河中浸了我三日三夜多亏六甲金身救,條繩綑了送在那御水河中浸了我三日三夜多虧六甲金身救
我归西奏与如来如来将此怪令到此处推他下井浸他三年以,我歸西奏與如來如來將此怪令到此處推他下井浸他三年以
报吾三日水灾之恨一饮一啄莫非前定今得汝等来此成,報吾三日水災之恨一飲一啄莫非前定今得汝等來此成
了功绩,了功績
行者道你虽报了甚么一饮一啄的私仇但那怪物不知,行者道你雖報了甚麼一飲一啄的私仇但那怪物不知
害了多少人也菩萨道也不曾害人自他到后这三年间风,害了多少人也菩薩道也不曾害人自他到後這三年間風
调雨顺国泰民安何害人之有行者道固然如此但只三宫,調雨順國泰民安何害人之有行者道固然如此但只三宮
娘娘与他同眠同起点污了他的身体坏了多少纲常伦理还叫,娘娘與他同眠同起點污了他的身體壞了多少綱常倫理還叫
做不曾害人菩萨道点污他不得他是个骟了的狮子,做不曾害人菩薩道點污他不得他是個騸了的獅子
八戒闻言走近前就摸了一把笑道这妖精真个是糟鼻子,八戒聞言走近前就摸了一把笑道這妖精真個是糟鼻子
不吃酒枉担其名了行者道既如此收了去罢若不[MASK],不吃酒枉擔其名了行者道既如此收了去罷若不
菩萨亲来决不饶他性命那菩萨却念个咒喝道畜生还不,菩薩親來決不饒他性命那菩薩卻念個咒喝道畜生還不
皈正更待何时那魔王才现了原身菩萨放莲花罩定妖魔坐,皈正更待何時那魔王才現了原身菩薩放蓮花罩定妖魔坐
在背上踏祥光辞了行者咦径转五台山上去宝莲座下听谈,在背上踏祥光辭了行者咦徑轉五臺山上去寶蓮座下聽談
经毕竟不知那唐僧师徒怎的出城且听下回分解,經畢竟不知那唐僧師徒怎的出城且聽下回分解
第四[MASK]回,第四回
婴儿戏化禅心乱猿马刀归木母空,嬰兒戲化禪心亂猿馬刀歸木母空
却说那孙大圣兄弟三人按下云头径至朝内只见那君,卻說那孫大聖兄弟三人按下雲頭徑至朝內只見那君
臣储后几班儿拜接谢恩行者将菩萨降魔收怪的那一节陈诉,臣儲后幾班兒拜接謝恩行者將菩薩降魔收怪的那一節陳訴
与他君臣听了一个个顶礼不尽正都在贺喜之间又听得黄门,與他君臣聽了一個個頂禮不盡正都在賀喜之間又聽得黃門
官来奏主公外面又有四个和尚来也八戒慌了道哥哥莫,官來奏主公外面又有四個和尚來也八戒慌了道哥哥莫
是妖精弄法假捏文殊菩萨哄了我等却又变作和尚来与我们,是妖精弄法假捏文殊菩薩哄了我等卻又變作和尚來與我們
斗智哩行者道岂有此理即命宣进来看,鬥智哩行者道豈有此理即命宣進來看
众文武传令[MASK]他进来行者看时原来是那宝林寺僧人,眾文武傳令著他進來行者看時原來是那寶林寺僧人
捧[MASK]那冲天冠碧玉带赭黄袍无忧履进得来也行者大喜道,捧著那沖天冠碧玉帶赭黃袍無憂履進得來也行者大喜道
来得好来得好且教道人过来摘下包巾戴上冲天冠脱了,來得好來得好且教道人過來摘下包巾戴上沖天冠脫了
布衣穿上赭黄袍解了绦子系上碧玉带褪了僧鞋登上无忧,布衣穿上赭黃袍解了絛子繫上碧玉帶褪了僧鞋登上無憂
履教太子拿出白玉珪来与他执在手里早请上殿称孤正是,履教太子拿出白玉珪來與他執在手裏早請上殿稱孤正是
自古道朝廷不可一日无君那皇帝那里肯坐哭啼啼跪在阶,自古道朝廷不可一日無君那皇帝那裏肯坐哭啼啼跪在階
心道我已死三年今蒙师父救我回生怎么又敢妄自称尊请,心道我已死三年今蒙師父救我回生怎麼又敢妄自稱尊請
那一位师父为君我情愿领妻子城外为民足矣那三藏那里肯,那一位師父為君我情願領妻子城外為民足矣那三藏那裏肯
受一心只是要拜佛求经又请行者行者笑道不瞒列位说,受一心只是要拜佛求經又請行者行者笑道不瞞列位說
老孙若肯[MASK]做皇帝天下万国九州皇帝都做遍了只是我们做,老孫若肯做皇帝天下萬國九州皇帝都做遍了只是我們做
惯了和尚是这般懒散若做了皇帝就要留头长发黄昏不睡,慣了和尚是這般懶散若做了皇帝就要留頭長髮黃昏不睡
五鼓不眠听有边报心神不安见有灾荒忧愁无奈我们怎么,五鼓不眠聽有邊報心神不安見有災荒憂愁無奈我們怎麼
弄得惯你还做你的皇帝我还做我的和尚修功行去也那国,弄得慣你還做你的皇帝我還做我的和尚修功行去也那國
王苦让不过只得上了宝殿南面称孤大赦天下封赠了宝林寺,王苦讓不過只得上了寶殿南面稱孤大赦天下封贈了寶林寺
僧人回去却才开东阁筵宴唐僧一壁厢传旨宣召丹青写下,僧人回去卻才開東閣筵宴唐僧一壁廂傳旨宣召丹青寫下
唐师徒四位喜容供养在金銮殿上,唐師徒四位喜容供養在金鑾殿上
那师徒们安了邦国不肯久停欲辞王驾投西那皇帝与三,那師徒們安了邦國不肯久停欲辭王駕投西那皇帝與三
宫妃后太子诸臣将镇国的宝贝金银缎帛献与师父酬恩,宮妃后太子諸臣將鎮國的寶貝金銀緞帛獻與師父酬恩
那三藏分毫不受只是倒换关文催悟空等背马早行那国王甚,那三藏分毫不受只是倒換關文催悟空等背馬早行那國王甚
不过意摆整朝銮驾请唐僧上坐[MASK]两班文武引导他与三宫妃,不過意擺整朝鑾駕請唐僧上坐著兩班文武引導他與三宮妃
后并太子一家儿捧毂推轮送出城廓却才下龙辇与众相别,后並太子一家兒捧轂推輪送出城廓卻才下龍輦與眾相別
国王道师父[MASK]到西天经回之日是必还到寡人界内一顾三,國王道師父呵到西天經回之日是必還到寡人界內一顧三
藏道弟子领命那皇帝阁泪汪汪遂与众臣回去了,藏道弟子領命那皇帝閣淚汪汪遂與眾臣回去了
那唐僧一行四僧上了羊肠大路一心里专拜灵山正值秋,那唐僧一行四僧上了羊腸大路一心裏專拜靈山正值秋
尽冬初时节但见,盡冬初時節但見
霜凋红叶林林瘦雨熟黄粱处处盈,霜凋紅葉林林瘦雨熟黃粱處處盈
日[MASK]岭梅开晓色风摇山竹动寒声,日暖嶺梅開曉色風搖山竹動寒聲
师徒们离了乌鸡国夜住晓行将半月有[MASK]忽又见一座高,師徒們離了烏雞國夜住曉行將半月有餘忽又見一座高
山真个是摩天碍日三藏马上心惊急兜缰忙呼行者行者,山真個是摩天礙日三藏馬上心驚急兜韁忙呼行者行者
道师父有何吩咐三藏道你看前面又有大山峻岭须要仔,道師父有何吩咐三藏道你看前面又有大山峻嶺須要仔
细[MASK]防恐一时又有邪物来侵我也行者笑道只管走路莫再,細隄防恐一時又有邪物來侵我也行者笑道只管走路莫再
多心老孙自有防护那长老只得宽怀加鞭策马奔至山岩,多心老孫自有防護那長老只得寬懷加鞭策馬奔至山巖
果然也十分险峻但见得,果然也十分險峻但見得
高不高顶上接青霄深不深涧中如地府山前常见,高不高頂上接青霄深不深澗中如地府山前常見
骨都都白云扢腾腾黑雾红梅翠竹绿柏青松山后有千,骨都都白雲扢騰騰黑霧紅梅翠竹綠柏青松山後有千
万丈挟魂灵台台后有古古怪怪藏魔洞洞中有叮叮当当,萬丈挾魂靈臺臺後有古古怪怪藏魔洞洞中有叮叮噹噹
滴水泉泉下[MASK]有弯弯曲曲流水涧又见那跳天搠地献果,滴水泉泉下有彎彎曲曲流水澗又見那跳天搠地獻果
猿丫丫叉叉带角鹿呢呢痴痴看人獐至晚巴山寻穴虎,猿丫丫叉叉帶角鹿呢呢痴痴看人獐至晚巴山尋穴虎
待晓翻波出水龙登得洞门唿喇的响惊得飞禽扑鲁的起,待曉翻波出水龍登得洞門唿喇的響驚得飛禽撲魯的起
看那林中走兽鞠律律的行见此一伙禽和兽吓得人心扢,看那林中走獸鞠律律的行見此一夥禽和獸嚇得人心扢
磴磴惊堂倒洞堂堂倒洞洞当当倒洞当仙青石染成千,磴磴驚堂倒洞堂堂倒洞洞當當倒洞當仙青石染成千
块玉碧纱笼罩万堆烟,塊玉碧紗籠罩萬堆煙
师徒们正当悚惧又只见那山凹里有一朵红云直冒到九霄空,師徒們正當悚懼又只見那山凹裏有一朵紅雲直冒到九霄空
内结聚了一团火气行者大惊走近前把唐僧[MASK][MASK]脚推下马,內結聚了一團火氣行者大驚走近前把唐僧搊著腳推下馬
来叫兄弟们不要走了妖怪来矣慌得个八戒急掣钉钯沙,來叫兄弟們不要走了妖怪來矣慌得個八戒急掣釘鈀沙
僧忙[MASK]宝杖把唐僧围护在当中,僧忙掄寶杖把唐僧圍護在當中
话分两头却说红光里真是个妖精他数年前闻得人,話分兩頭卻說紅光裏真是個妖精他數年前聞得人
讲东土唐僧往西天取经乃是金蝉长老转生十世修行的好,講東土唐僧往西天取經乃是金蟬長老轉生十世修行的好
人有人吃他一块肉延生长寿与天地同休他朝朝在山间等,人有人吃他一塊肉延生長壽與天地同休他朝朝在山間等
候不期今日到了他在那半空里正然观看只见三个徒弟把,候不期今日到了他在那半空裏正然觀看只見三個徒弟把
唐僧围护在马上各各准备这精灵夸赞不尽道好和尚我,唐僧圍護在馬上各各准備這精靈誇讚不盡道好和尚我
才看[MASK]一个白面胖和尚骑了马真是那唐朝圣僧却怎么被三个,才看著一個白面胖和尚騎了馬真是那唐朝聖僧卻怎麼被三個
丑和尚护持住了一个个伸拳敛袖各执兵器似乎要与人打的,醜和尚護持住了一個個伸拳斂袖各執兵器似乎要與人打的
一般噫不知是那个有眼力的想应认得我了似此模,一般噫不知是那個有眼力的想應認得我了似此模
样莫想得那唐僧的肉吃沉吟半晌以心问心的自家商量道,樣莫想得那唐僧的肉吃沉吟半晌以心問心的自家商量道
若要倚势而擒莫能得近或者以善迷他却到得手但哄得他,若要倚勢而擒莫能得近或者以善迷他卻到得手但哄得他
心迷惑待我在善内生机断然拿了且下去戏他一戏,心迷惑待我在善內生機斷然拿了且下去戲他一戲
好妖怪即散红光按云头落下去那山坡里摇身一变变,好妖怪即散紅光按雲頭落下去那山坡裏搖身一變變
作七岁顽童赤条条的身上无衣将麻绳捆了手足高吊在那松,作七歲頑童赤條條的身上無衣將麻繩綑了手足高吊在那松
树梢头口口声声只叫救人救人,樹梢頭口口聲聲只叫救人救人
却说那孙大圣忽抬头再看处只见那红云散尽火气全无,卻說那孫大聖忽抬頭再看處只見那紅雲散盡火氣全無
便叫师父请上马走路唐僧道你说妖怪来了怎么又敢走,便叫師父請上馬走路唐僧道你說妖怪來了怎麼又敢走
路[MASK]行者道我才然间见一朵红云从地而起到空中结做一团,路行者道我才然間見一朵紅雲從地而起到空中結做一團
火气断然是妖精这一会红云散了想是个过路的妖精不敢,火氣斷然是妖精這一會紅雲散了想是個過路的妖精不敢
伤人我们去耶八戒笑道师兄说话最巧妖精又有个甚么,傷人我們去耶八戒笑道師兄說話最巧妖精又有個甚麼
过路的行者道你那里知道若是那山那洞的魔王设宴邀,過路的行者道你那裏知道若是那山那洞的魔王設宴邀
请那诸山各洞之精赴会却就有东[MASK][MASK]北四路的精灵都来赴会,請那諸山各洞之精赴會卻就有東西南北四路的精靈都來赴會
故此他只有心赴会无意伤人此乃过路之妖精也,故此他只有心赴會無意傷人此乃過路之妖精也
三藏闻言也似信不信的只得攀鞍在马顺路奔山前进,三藏聞言也似信不信的只得攀鞍在馬順路奔山前進
正行时只听得叫声救人长老大惊道徒弟呀这半山中是,正行時只聽得叫聲救人長老大驚道徒弟呀這半山中是
那里甚么人叫行者上前道师父只管走路莫缠甚么人轿,那裏甚麼人叫行者上前道師父只管走路莫纏甚麼人轎
骡轿明轿睡轿这所在就有轿也没个人抬你唐僧,騾轎明轎睡轎這所在就有轎也沒個人抬你唐僧
道不是扛抬之轿乃是叫唤之叫行者笑道我晓得莫管闲,道不是扛抬之轎乃是叫喚之叫行者笑道我曉得莫管閑
事且走路,事且走路
三藏依言策马又进行不上一里之遥又听得叫声救,三藏依言策馬又進行不上一里之遙又聽得叫聲救
人长老道徒弟这个叫声不是鬼魅妖邪若是鬼魅妖邪但,人長老道徒弟這個叫聲不是鬼魅妖邪若是鬼魅妖邪但
有出声无有回声你听他叫一声又叫一声想必是个有难之,有出聲無有回聲你聽他叫一聲又叫一聲想必是個有難之
人我们可去救他一救行者道师父今日且把这慈悲心略,人我們可去救他一救行者道師父今日且把這慈悲心略
收起收起待过了此山再发慈悲罢这去处凶多吉少你知道,收起收起待過了此山再發慈悲罷這去處兇多吉少你知道
那倚草附木之说是物可以成精诸般还可只有一般蟒蛇但,那倚草附木之說是物可以成精諸般還可只有一般蟒蛇但
修得年远日深成了精魅善能知人小名儿他若在草科里或,修得年遠日深成了精魅善能知人小名兒他若在草科裏或
山凹中叫人一声人不答应还可若答应一声他就把人元神绰,山凹中叫人一聲人不答應還可若答應一聲他就把人元神綽
去当夜跟来断然伤人性命且走且走古人云脱得去,去當夜跟來斷然傷人性命且走且走古人云脫得去
谢神明切不可听他,謝神明切不可聽他
长老只得依他又加鞭催马而去行者心中暗想这泼怪,長老只得依他又加鞭催馬而去行者心中暗想這潑怪
不知在那里只管叫阿叫的等我老孙送他一个卯酉星法,不知在那裏只管叫阿叫的等我老孫送他一個卯酉星法
面 ,面
[MASK][MASK][MASK][MASK][MASK][MASK]好大圣叫沙和尚前来拢[MASK]马慢慢走[MASK]让,好大聖叫沙和尚前來攏著馬慢慢走著讓
老孙解解手你看他让唐僧先行几步却念个咒语使个移山缩,老孫解解手你看他讓唐僧先行幾步卻念個咒語使個移山縮
地之法把金箍棒往后一指他师徒过此峰头往前走了却把那,地之法把金箍棒往後一指他師徒過此峰頭往前走了卻把那
怪物撇下他再拽开步赶上唐僧一路奔山只见那三藏又听,怪物撇下他再拽開步趕上唐僧一路奔山只見那三藏又聽
得那山背后叫声救人长老道徒弟呀那有难的人大没缘,得那山背後叫聲救人長老道徒弟呀那有難的人大沒緣
法不曾得遇[MASK]我们我们走过他了你听他在山后叫哩八戒,法不曾得遇著我們我們走過他了你聽他在山後叫哩八戒
道在便还在山前只是如今风转了也行者道管他甚么转,道在便還在山前只是如今風轉了也行者道管他甚麼轉
风不转风且走路因此遂都无言语恨不得一步[MASK]过此山不,風不轉風且走路因此遂都無言語恨不得一步踏過此山不
题话下,題話下
却说那妖精在山坡里连叫了三四声更无人到他心中思,卻說那妖精在山坡裏連叫了三四聲更無人到他心中思
量道我等唐僧在此望见他离不上三里却怎么这半晌还不,量道我等唐僧在此望見他離不上三里卻怎麼這半晌還不
到想是抄下路去了他抖一抖身躯脱了绳索又纵,到想是抄下路去了他抖一抖身軀脫了繩索又縱
红光上空再看不觉孙大圣仰面回观识得是妖怪又把唐僧,紅光上空再看不覺孫大聖仰面回觀識得是妖怪又把唐僧
撮[MASK]脚推下马来道兄弟们仔细仔细那妖精又来也慌,撮著腳推下馬來道兄弟們仔細仔細那妖精又來也慌
得那八戒沙僧各持[MASK][MASK]将唐僧又围护在中间,得那八戒沙僧各持鈀棍將唐僧又圍護在中間
那精灵见了在半空中称羡不已道好和尚我才见那白,那精靈見了在半空中稱羨不已道好和尚我才見那白
面和尚坐在马上却怎么又被他三人藏了这一去见面方知,面和尚坐在馬上卻怎麼又被他三人藏了這一去見面方知
先把那有眼力的弄倒了方才捉得唐僧不然[MASK]徒费心机难获,先把那有眼力的弄倒了方才捉得唐僧不然呵徒費心機難獲
物枉劳情兴总成空却又按下云头恰似前番变化高吊在松,物枉勞情興總成空卻又按下雲頭恰似前番變化高吊在松
树[MASK]头等候这番却不上半里之地,樹梢頭等候這番卻不上半里之地
却说那孙大圣抬头再看只见那红云又散复请师父上马前,卻說那孫大聖抬頭再看只見那紅雲又散復請師父上馬前
行三藏道你说妖精又来如何又请走路[MASK]行者道这还是,行三藏道你說妖精又來如何又請走路行者道這還是
个过路的妖精不敢惹我们长老又怀怒道这个泼猴十分弄,個過路的妖精不敢惹我們長老又懷怒道這個潑猴十分弄
我正当有妖魔处却说无事似这般清平之所却又恐吓我不,我正當有妖魔處卻說無事似這般清平之所卻又恐嚇我不
时的嚷道有甚[MASK]精虚多实少不管轻重将我着[MASK][MASK]下马,時的嚷道有甚麼妖精虛多實少不管輕重將我搊著腳捽下
来如今却解说甚么过路的妖精假若跌伤了我却也过意不,來如今卻解說甚麼過路的妖精假若跌傷了我卻也過意不
去这等这等行者道师父莫怪若是跌伤了你的[MASK],去這等這等行者道師父莫怪若是跌傷了你的
足却还好医治若是被妖精捞了去却何处跟寻三藏大怒哏,足卻還好醫治若是被妖精撈了去卻何處跟尋三藏大怒哏
哏的要念紧箍儿咒却是沙僧苦劝只得上马又行,哏的要念緊箍兒咒卻是沙僧苦勸只得上馬又行
还未曾坐得稳只听又叫师父救人[MASK]长老抬头看时原,還未曾坐得穩只聽又叫師父救人呵長老抬頭看時原
来是个小孩童赤条条的吊在[MASK]树上兜住缰便骂行者道这,來是個小孩童赤條條的吊在樹上兜住韁便罵行者道這
泼猴多大惫[MASK]全无有一些儿善良之意心心只是要撒泼行凶,潑猴多大憊懶全無有一些兒善良之意心心只是要撒潑行兇
哩我那般说叫唤的是个人声他就千言万语只嚷是妖怪你,哩我那般說叫喚的是個人聲他就千言萬語只嚷是妖怪你
看那树上吊的不是个人么[MASK]大圣见师父怪下来了却又觌面看,看那樹上吊的不是個人麼大聖見師父怪下來了卻又覿面看
见模样一则做不得手脚二来又怕念紧箍儿咒低[MASK]头再也,見模樣一則做不得手腳二來又怕念緊箍兒咒低著頭再也
不敢回言让唐僧到了树下那长老将鞭梢指[MASK]问道你是那,不敢回言讓唐僧到了樹下那長老將鞭梢指著問道你是那
家孩儿因有甚事吊在此间说与我好救你噫分明,家孩兒因有甚事吊在此間說與我好救你噫分明
他是个精灵变化得这等那师父却是个肉眼凡胎不能相识,他是個精靈變化得這等那師父卻是個肉眼凡胎不能相識
那妖魔见他下问越弄虚头眼中噙泪叫道师父[MASK]山西,那妖魔見他下問越弄虛頭眼中噙淚叫道師父啞山西
去有一条枯松涧涧那边有一庄村我是那里人家我祖公公,去有一條枯松澗澗那邊有一莊村我是那裏人家我祖公公
姓红只因广积金银家私巨万混名唤做红百万年老归世已,姓紅只因廣積金銀家私巨萬混名喚做紅百萬年老歸世已
久家产遗与我父近来人事奢侈家私渐废改名唤做红十万,久家產遺與我父近來人事奢侈家私漸廢改名喚做紅十萬
专一结交四路豪杰将金银借放希图利息怎知那无籍之人,專一結交四路豪傑將金銀借放希圖利息怎知那無籍之人
设骗了去[MASK]本利无归我父发了洪誓分文不借那借金银,設騙了去呵本利無歸我父發了洪誓分文不借那借金銀
人身贫无计结成凶党明火执杖白日杀上我门将我财帛尽,人身貧無計結成兇黨明火執杖白日殺上我門將我財帛盡
情劫掳把我父亲杀了见我母亲有些颜色拐将去做甚么压寨,情劫擄把我父親殺了見我母親有些顏色拐將去做甚麼壓寨
夫人那时节我母亲舍不得我把我抱在怀里哭哀哀战兢,夫人那時節我母親捨不得我把我抱在懷裏哭哀哀戰兢
兢跟随贼寇不期到此山中又要杀我多亏[MASK]母亲哀告免教,兢跟隨賊寇不期到此山中又要殺我多虧母親哀告免教
我刀下身亡却将绳子吊我在树上只教冻饿而死那些贼将我,我刀下身亡卻將繩子吊我在樹上只教凍餓而死那些賊將我
母亲不知掠往那里去了我在此已吊三日三夜更没一个人来,母親不知掠往那裏去了我在此已吊三日三夜更沒一個人來
行走不知那世里修积今生得遇老师父若肯舍大慈悲救我,行走不知那世裏修積今生得遇老師父若肯捨大慈悲救我
一命回家就典身卖命也酬谢师恩[MASK]使黄沙盖面更不敢忘,一命回家就典身賣命也酬謝師恩即使黃沙蓋面更不敢忘
也 ,也
三藏闻言认了真实就教八戒解放绳索救他下来那呆,三藏聞言認了真實就教八戒解放繩索救他下來那獃
